Zmienna;Jednostka miary;Kraj;Makroregion;Region;Miejsce zamieszkania;P³eæ;Wiek;Rok;Wartoœæ
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;57;2018;6812
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;58;2018;7033
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;59;2018;7242
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;60;2018;7389
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;61;2018;7563
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;62;2018;7294
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;63;2018;7122
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;64;2018;6891
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;65;2018;6827
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;66;2018;6637
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;67;2018;6636
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;68;2018;6510
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;69;2018;6044
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;70;2018;6078
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;71;2018;5698
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;72;2018;5074
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;73;2018;4515
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;74;2018;4186
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;75;2018;3953
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;76;2018;3643
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;77;2018;4354
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;78;2018;4275
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;79;2018;4077
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;80;2018;4043
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;81;2018;3865
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;82;2018;3676
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;83;2018;3746
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;84;2018;3468
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;85;2018;3147
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;86;2018;3121
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;87;2018;2963
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;88;2018;2643
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;89;2018;2224
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;90;2018;1877
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;91;2018;1449
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;92;2018;1136
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;93;2018;890
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;94;2018;533
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;95;2018;421
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;96;2018;293
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;97;2018;194
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;98;2018;131
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;99;2018;80
Rezydenci;osoba;Polska;WSCHODNI;Lubelskie;wieœ;kobiety;100 i wiêcej;2018;127
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;0;2018;1523
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;1;2018;1796
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;2;2018;1661
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;3;2018;1603
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;4;2018;1723
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;5;2018;1739
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;6;2018;1819
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;7;2018;1866
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;8;2018;1993
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;9;2018;2188
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;10;2018;2217
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;11;2018;2027
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;12;2018;1979
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;13;2018;1831
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;14;2018;1755
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;15;2018;1766
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;16;2018;1773
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;17;2018;1881
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;18;2018;1850
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;19;2018;1918
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;20;2018;2036
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;21;2018;2130
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;22;2018;2171
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;23;2018;2449
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;24;2018;2436
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;25;2018;2542
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;26;2018;2457
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;27;2018;2464
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;28;2018;2435
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;29;2018;2400
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;30;2018;2443
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;31;2018;2474
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;32;2018;2563
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;33;2018;2655
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;34;2018;2660
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;35;2018;2851
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;36;2018;2752
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;37;2018;2567
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;38;2018;2676
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;39;2018;2703
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;40;2018;2536
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;41;2018;2593
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;42;2018;2694
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;43;2018;2515
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;44;2018;2478
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;45;2018;2447
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;46;2018;2387
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;47;2018;2284
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;48;2018;2181
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;49;2018;2023
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;50;2018;2004
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;51;2018;1980
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;52;2018;2025
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;53;2018;2098
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;54;2018;2091
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;55;2018;2221
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;56;2018;2157
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;57;2018;2311
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;58;2018;2350
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;59;2018;2558
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;60;2018;2575
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;61;2018;2548
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;62;2018;2539
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;63;2018;2516
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;64;2018;2303
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;65;2018;2240
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;66;2018;2137
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;67;2018;2109
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;68;2018;2019
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;69;2018;1901
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;70;2018;1687
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;71;2018;1608
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;72;2018;1407
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;73;2018;837
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;74;2018;890
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;75;2018;779
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;76;2018;859
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;77;2018;814
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;78;2018;926
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;79;2018;858
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;80;2018;847
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;81;2018;845
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;82;2018;823
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;83;2018;775
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;84;2018;711
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;85;2018;681
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;86;2018;667
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;87;2018;563
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;88;2018;559
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;89;2018;471
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;90;2018;378
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;91;2018;295
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;92;2018;213
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;93;2018;182
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;94;2018;142
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;95;2018;98
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;96;2018;74
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;97;2018;41
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;98;2018;23
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;99;2018;30
Rezydenci;osoba;Polska;PÓ£NOCNO-ZACHODNI;Lubuskie;wieœ;kobiety;100 i wiêcej;2018;15
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;0;2018;4236
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;1;2018;4706
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;2;2018;4296
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;3;2018;4240
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;4;2018;4343
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;5;2018;4369
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;6;2018;4723
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;7;2018;4616
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;8;2018;4963
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;9;2018;5157
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;10;2018;5273
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;11;2018;4935
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;12;2018;4925
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;13;2018;4549
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;14;2018;4608
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;15;2018;4455
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;16;2018;4461
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;17;2018;4518
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;18;2018;4769
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;19;2018;5013
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;20;2018;5202
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;21;2018;5560
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;22;2018;5571
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;23;2018;6039
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;24;2018;6332
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;25;2018;6447
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;26;2018;6601
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;27;2018;6299
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;28;2018;6184
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;29;2018;5912
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;30;2018;5907
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;31;2018;5925
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;32;2018;6099
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;33;2018;6325
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;34;2018;6517
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;35;2018;6946
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;36;2018;6758
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;37;2018;6397
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;38;2018;6763
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;39;2018;6593
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;40;2018;6588
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;41;2018;6713
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;42;2018;6751
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;43;2018;6658
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;44;2018;6642
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;45;2018;6520
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;46;2018;6299
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;47;2018;6242
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;48;2018;5867
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;49;2018;5796
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;50;2018;5654
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;51;2018;5562
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;52;2018;5596
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;53;2018;5379
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;54;2018;5396
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;55;2018;5485
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;56;2018;5422
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;57;2018;5700
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;58;2018;5832
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;59;2018;6155
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;60;2018;6307
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;61;2018;6230
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;62;2018;6135
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;63;2018;6109
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;64;2018;5668
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;65;2018;5847
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;66;2018;5550
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;67;2018;5729
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;68;2018;5427
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;69;2018;5008
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;70;2018;5135
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;71;2018;4954
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;72;2018;4958
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;73;2018;3299
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;74;2018;3155
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;75;2018;3265
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;76;2018;3054
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;77;2018;3169
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;78;2018;3209
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;79;2018;3158
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;80;2018;3095
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;81;2018;3000
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;82;2018;2910
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;83;2018;2807
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;84;2018;2552
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;85;2018;2441
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;86;2018;2357
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;87;2018;2112
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;88;2018;1908
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;89;2018;1491
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;90;2018;1221
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;91;2018;1023
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;92;2018;774
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;93;2018;621
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;94;2018;423
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;95;2018;336
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;96;2018;197
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;97;2018;124
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;98;2018;107
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;99;2018;63
Rezydenci;osoba;Polska;CENTRALNY;£ódzkie;wieœ;kobiety;100 i wiêcej;2018;102
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;0;2018;9454
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;1;2018;9804
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;2;2018;9218
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;3;2018;9175
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;4;2018;9299
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;5;2018;9399
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;6;2018;9966
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;7;2018;9947
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;8;2018;10457
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;9;2018;10911
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;10;2018;10943
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;11;2018;10162
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;12;2018;9597
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;13;2018;9458
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;14;2018;9209
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;15;2018;9478
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;16;2018;9507
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;17;2018;9856
Rezydenci;osoba;Polska;PO£UDNIOWY;Ma³opolskie;wieœ;kobiety;18;2018;10367
